2017-08-21 11:53:35Z,INDONESIA01\MFIRMAN  ,INNVDIHOST065  
2017-08-21 11:54:23Z,INDONESIA01\alia  ,INNVDIHOST857  
2017-08-21 12:01:55Z,INDONESIA01\erik  ,INNVDIHOST020  
2017-08-21 12:02:19Z,INDONESIA01\meri  ,INNVDIHOST728  
2017-08-21 12:06:43Z,INDONESIA01\Nur Alma  ,INNVDIHOST397  
